num	id	name	numlines	numwords
1	te0050-98	(unknown)	1	3
2	te0050-99	(unknown)	1	1
3	te0050-00	Lisidante.	1	3
4	te0050-05	Celto.	3	14
5	te0050-16	Vnos.	1	2
6	te0050-93	(unknown)	1	2
7	te0050-93	(unknown)	1	2
8	te0050-98	(unknown)	3	15
9	te0050-99	(unknown)	1	4
10	te0050-00	Lisidante.	3	13
11	te0050-03	Milor.	3	11
12	te0050-02	Licanoro.	10	38
13	te0050-04	Merlin.	4	23
14	te0050-07	Timantes, viejo.	2	9
15	te0050-05	Celto.	4	22
16	te0050-02	Licanoro.	6	22
17	te0050-03	Milor.	4	14
18	te0050-00	Lisidante.	6	30
19	te0050-02	Licanoro.	3	12
20	te0050-03	Milor.	4	16
21	te0050-00	Lisidante.	5	23
22	te0050-04	Merlin.	1	4
23	te0050-05	Celto.	2	12
24	te0050-02	Licanoro.	3	7
25	te0050-07	Timantes, viejo.	6	23
26	te0050-98	(unknown)	1	3
27	te0050-98	(unknown)	1	5
28	te0050-93	(unknown)	1	2
29	te0050-96	(unknown)	1	6
30	te0050-09	Clariana.	6	26
31	te0050-10	Aurora.	16	73
32	te0050-13	Flerida.	4	17
33	te0050-09	Clariana.	8	34
34	te0050-10	Aurora.	2	8
35	te0050-09	Clariana.	1	4
36	te0050-10	Aurora.	2	7
37	te0050-09	Clariana.	2	6
38	te0050-10	Aurora.	1	3
39	te0050-09	Clariana.	1	5
40	te0050-10	Aurora.	1	2
41	te0050-09	Clariana.	1	2
42	te0050-10	Aurora.	1	2
43	te0050-09	Clariana.	1	2
44	te0050-96	(unknown)	1	2
45	te0050-98	(unknown)	1	2
46	te0050-98	(unknown)	1	2
47	te0050-08	Auristela.	1	2
48	te0050-09	Clariana.	1	2
49	te0050-07	Timantes, viejo.	1	4
50	te0050-96	(unknown)	1	4
51	te0050-07	Timantes, viejo.	54	248
52	te0050-98	(unknown)	1	2
53	te0050-98	(unknown)	1	2
54	te0050-09	Clariana.	4	13
55	te0050-10	Aurora.	3	15
56	te0050-02	Licanoro.	2	10
57	te0050-03	Milor.	2	10
58	te0050-02	Licanoro.	4	21
59	te0050-03	Milor.	4	21
60	te0050-16	Vnos.	1	2
61	te0050-93	(unknown)	2	2
62	te0050-99	(unknown)	1	2
63	te0050-09	Clariana.	1	2
64	te0050-10	Aurora.	1	3
65	te0050-09	Clariana.	1	1
66	te0050-10	Aurora.	1	1
67	te0050-09	Clariana.	1	2
68	te0050-08	Auristela.	1	2
69	te0050-09	Clariana.	1	4
70	te0050-10	Aurora.	1	4
71	te0050-09	Clariana.	1	5
72	te0050-10	Aurora.	1	5
73	te0050-09	Clariana.	5	22
74	te0050-10	Aurora.	7	31
75	te0050-15	Soldados, y Musicos.	10	35
76	te0050-15	Soldados, y Musicos.	5	23
77	te0050-09	Clariana.	1	3
78	te0050-08	Auristela.	2	2
79	te0050-02	Licanoro.	2	6
80	te0050-03	Milor.	2	6
81	te0050-02	Licanoro.	1	3
82	te0050-08	Auristela.	1	3
83	te0050-03	Milor.	1	3
84	te0050-09	Clariana.	1	3
85	te0050-02	Licanoro.	31	138
86	te0050-16	Vnos.	1	1
87	te0050-03	Milor.	26	124
88	te0050-93	(unknown)	1	1
89	te0050-10	Aurora.	27	133
90	te0050-09	Clariana.	8	36
91	te0050-08	Auristela.	3	18
92	te0050-02	Licanoro.	23	106
93	te0050-03	Milor.	27	131
94	te0050-93	(unknown)	1	1
95	te0050-09	Clariana.	8	41
96	te0050-12	Estela.	2	8
97	te0050-02	Licanoro.	18	87
98	te0050-93	(unknown)	1	1
99	te0050-10	Aurora.	5	26
100	te0050-07	Timantes, viejo.	8	43
101	te0050-10	Aurora.	1	1
102	te0050-07	Timantes, viejo.	1	2
103	te0050-09	Clariana.	1	1
