num	id	name	numlines	numwords
1	te0452-11	Doña Isabel de Segura.	2	7
2	te0452-06	Don Gonçalo Cauallero.	6	23
3	te0452-11	Doña Isabel de Segura.	2	6
4	te0452-06	Don Gonçalo Cauallero.	2	6
5	te0452-11	Doña Isabel de Segura.	2	12
6	te0452-06	Don Gonçalo Cauallero.	12	62
7	te0452-11	Doña Isabel de Segura.	2	11
8	te0452-06	Don Gonçalo Cauallero.	5	22
9	te0452-11	Doña Isabel de Segura.	1	6
10	te0452-06	Don Gonçalo Cauallero.	1	2
11	te0452-11	Doña Isabel de Segura.	1	3
12	te0452-06	Don Gonçalo Cauallero.	1	4
13	te0452-11	Doña Isabel de Segura.	1	4
14	te0452-06	Don Gonçalo Cauallero.	14	65
15	te0452-11	Doña Isabel de Segura.	1	4
16	te0452-06	Don Gonçalo Cauallero.	4	21
17	te0452-11	Doña Isabel de Segura.	2	11
18	te0452-06	Don Gonçalo Cauallero.	1	1
19	te0452-07	Garceran su criado.	1	3
20	te0452-06	Don Gonçalo Cauallero.	2	5
21	te0452-07	Garceran su criado.	1	4
22	te0452-06	Don Gonçalo Cauallero.	5	24
23	te0452-07	Garceran su criado.	3	11
24	te0452-06	Don Gonçalo Cauallero.	2	9
25	te0452-07	Garceran su criado.	2	10
26	te0452-06	Don Gonçalo Cauallero.	1	1
27	te0452-07	Garceran su criado.	10	51
28	te0452-06	Don Gonçalo Cauallero.	1	5
29	te0452-07	Garceran su criado.	6	29
30	te0452-06	Don Gonçalo Cauallero.	2	6
31	te0452-07	Garceran su criado.	9	42
32	te0452-06	Don Gonçalo Cauallero.	6	27
33	te0452-07	Garceran su criado.	1	1
34	te0452-06	Don Gonçalo Cauallero.	1	5
35	te0452-07	Garceran su criado.	1	4
36	te0452-06	Don Gonçalo Cauallero.	9	48
37	te0452-97	(unknown)	2	10
38	te0452-07	Garceran su criado.	2	6
39	te0452-06	Don Gonçalo Cauallero.	2	7
40	te0452-07	Garceran su criado.	1	6
41	te0452-06	Don Gonçalo Cauallero.	2	7
42	te0452-07	Garceran su criado.	2	9
43	te0452-06	Don Gonçalo Cauallero.	2	9
44	te0452-07	Garceran su criado.	4	21
45	te0452-06	Don Gonçalo Cauallero.	2	7
46	te0452-07	Garceran su criado.	13	64
47	te0452-06	Don Gonçalo Cauallero.	1	3
48	te0452-07	Garceran su criado.	3	7
49	te0452-06	Don Gonçalo Cauallero.	2	4
50	te0452-07	Garceran su criado.	1	3
51	te0452-06	Don Gonçalo Cauallero.	1	1
52	te0452-97	(unknown)	1	2
53	te0452-06	Don Gonçalo Cauallero.	1	2
54	te0452-07	Garceran su criado.	1	4
55	te0452-11	Doña Isabel de Segura.	25	117
56	te0452-12	Drusila su criada.	3	15
57	te0452-11	Doña Isabel de Segura.	4	20
58	te0452-12	Drusila su criada.	5	21
59	te0452-11	Doña Isabel de Segura.	1	7
60	te0452-12	Drusila su criada.	19	99
61	te0452-06	Don Gonçalo Cauallero.	2	6
62	te0452-13	Rufino padre de doña Isabel.	19	82
63	te0452-06	Don Gonçalo Cauallero.	5	22
64	te0452-11	Doña Isabel de Segura.	2	11
65	te0452-12	Drusila su criada.	1	3
66	te0452-11	Doña Isabel de Segura.	2	4
67	te0452-12	Drusila su criada.	1	2
68	te0452-11	Doña Isabel de Segura.	6	25
69	te0452-12	Drusila su criada.	1	4
70	te0452-13	Rufino padre de doña Isabel.	2	12
71	te0452-11	Doña Isabel de Segura.	2	8
72	te0452-12	Drusila su criada.	3	9
73	te0452-11	Doña Isabel de Segura.	1	4
74	te0452-12	Drusila su criada.	2	6
75	te0452-11	Doña Isabel de Segura.	1	1
76	te0452-12	Drusila su criada.	2	7
77	te0452-11	Doña Isabel de Segura.	14	95
78	te0452-12	Drusila su criada.	1	1
79	te0452-11	Doña Isabel de Segura.	2	6
