num	id	name	numlines	numwords
1	te0055-00	Don Felix.	8	38
2	te0055-08	Hernando.	3	13
3	te0055-00	Don Felix.	2	13
4	te0055-08	Hernando.	5	26
5	te0055-00	Don Felix.	13	65
6	te0055-08	Hernando.	11	52
7	te0055-00	Don Felix.	5	25
8	te0055-08	Hernando.	3	16
9	te0055-00	Don Felix.	4	15
10	te0055-98	(unknown)	2	7
11	te0055-00	Don Felix.	1	6
12	te0055-08	Hernando.	5	25
13	te0055-00	Don Felix.	3	10
14	te0055-08	Hernando.	3	12
15	te0055-98	(unknown)	1	2
16	te0055-98	(unknown)	1	2
17	te0055-08	Hernando.	1	1
18	te0055-00	Don Felix.	1	1
19	te0055-01	Violante.	5	18
20	te0055-00	Don Felix.	2	7
21	te0055-01	Violante.	5	29
22	te0055-00	Don Felix.	3	11
23	te0055-08	Hernando.	3	13
24	te0055-01	Violante.	1	5
25	te0055-08	Hernando.	1	6
26	te0055-07	Juana.	2	8
27	te0055-08	Hernando.	6	26
28	te0055-98	(unknown)	2	10
29	te0055-00	Don Felix.	3	11
30	te0055-04	Don Carlos.	4	18
31	te0055-00	Don Felix.	2	7
32	te0055-04	Don Carlos.	2	8
33	te0055-08	Hernando.	3	15
34	te0055-00	Don Felix.	1	2
35	te0055-07	Juana.	2	5
36	te0055-08	Hernando.	4	18
37	te0055-04	Don Carlos.	2	11
38	te0055-00	Don Felix.	7	33
39	te0055-04	Don Carlos.	10	44
40	te0055-01	Violante.	12	58
41	te0055-00	Don Felix.	5	21
42	te0055-01	Violante.	23	117
43	te0055-00	Don Felix.	1	2
44	te0055-04	Don Carlos.	2	10
45	te0055-00	Don Felix.	7	29
46	te0055-04	Don Carlos.	5	18
47	te0055-08	Hernando.	8	42
48	te0055-04	Don Carlos.	2	10
49	te0055-00	Don Felix.	7	30
50	te0055-04	Don Carlos.	6	31
51	te0055-08	Hernando.	3	11
52	te0055-04	Don Carlos.	2	8
53	te0055-08	Hernando.	2	4
54	te0055-00	Don Felix.	1	7
55	te0055-08	Hernando.	5	23
56	te0055-00	Don Felix.	6	28
57	te0055-04	Don Carlos.	2	9
58	te0055-00	Don Felix.	3	12
59	te0055-04	Don Carlos.	10	43
60	te0055-00	Don Felix.	6	32
61	te0055-04	Don Carlos.	4	15
62	te0055-08	Hernando.	5	23
63	te0055-04	Don Carlos.	4	12
64	te0055-00	Don Felix.	9	42
65	te0055-04	Don Carlos.	3	13
66	te0055-00	Don Felix.	2	7
67	te0055-04	Don Carlos.	152	706
68	te0055-98	(unknown)	1	1
69	te0055-00	Don Felix.	1	1
70	te0055-08	Hernando.	1	1
71	te0055-00	Don Felix.	4	18
72	te0055-04	Don Carlos.	90	433
73	te0055-01	Violante.	1	3
74	te0055-08	Hernando.	2	7
75	te0055-04	Don Carlos.	1	7
76	te0055-93	(unknown)	1	2
77	te0055-00	Don Felix.	2	7
78	te0055-93	(unknown)	2	9
79	te0055-00	Don Felix.	1	3
80	te0055-93	(unknown)	4	15
81	te0055-00	Don Felix.	3	13
82	te0055-93	(unknown)	2	12
83	te0055-04	Don Carlos.	1	4
84	te0055-01	Violante.	4	15
85	te0055-04	Don Carlos.	1	4
86	te0055-93	(unknown)	1	4
87	te0055-08	Hernando.	1	6
88	te0055-01	Violante.	1	5
89	te0055-08	Hernando.	1	3
90	te0055-00	Don Felix.	1	2
91	te0055-08	Hernando.	1	2
92	te0055-93	(unknown)	4	16
93	te0055-08	Hernando.	2	11
94	te0055-93	(unknown)	1	5
95	te0055-04	Don Carlos.	2	11
96	te0055-00	Don Felix.	1	2
97	te0055-08	Hernando.	2	10
98	te0055-00	Don Felix.	1	3
99	te0055-04	Don Carlos.	3	13
100	te0055-00	Don Felix.	3	15
101	te0055-04	Don Carlos.	7	37
102	te0055-00	Don Felix.	2	9
103	te0055-04	Don Carlos.	2	9
104	te0055-00	Don Felix.	2	9
105	te0055-08	Hernando.	3	8
106	te0055-97	(unknown)	1	3
107	te0055-04	Don Carlos.	1	4
108	te0055-08	Hernando.	3	15
109	te0055-00	Don Felix.	1	2
110	te0055-08	Hernando.	1	7
111	te0055-04	Don Carlos.	1	2
112	te0055-08	Hernando.	2	10
113	te0055-04	Don Carlos.	1	5
114	te0055-00	Don Felix.	1	5
115	te0055-08	Hernando.	1	5
116	te0055-02	Simon.	1	3
117	te0055-09	Don Enrique.	14	63
118	te0055-07	Juana.	1	5
119	te0055-09	Don Enrique.	1	7
120	te0055-02	Simon.	1	4
121	te0055-09	Don Enrique.	1	3
122	te0055-07	Juana.	2	8
123	te0055-09	Don Enrique.	3	14
124	te0055-07	Juana.	7	32
125	te0055-09	Don Enrique.	5	23
126	te0055-07	Juana.	1	5
127	te0055-02	Simon.	1	6
128	te0055-09	Don Enrique.	1	6
129	te0055-07	Juana.	7	37
130	te0055-09	Don Enrique.	3	16
131	te0055-07	Juana.	4	19
132	te0055-09	Don Enrique.	1	2
133	te0055-05	Inès.	4	15
134	te0055-09	Don Enrique.	12	54
135	te0055-07	Juana.	5	26
136	te0055-09	Don Enrique.	1	3
137	te0055-07	Juana.	1	4
138	te0055-09	Don Enrique.	1	2
139	te0055-07	Juana.	1	4
140	te0055-09	Don Enrique.	2	6
141	te0055-07	Juana.	6	25
142	te0055-09	Don Enrique.	1	4
143	te0055-07	Juana.	4	18
144	te0055-09	Don Enrique.	2	5
145	te0055-07	Juana.	1	3
146	te0055-09	Don Enrique.	1	1
147	te0055-07	Juana.	4	19
148	te0055-09	Don Enrique.	1	3
149	te0055-07	Juana.	1	4
150	te0055-09	Don Enrique.	18	85
151	te0055-07	Juana.	10	48
152	te0055-09	Don Enrique.	4	20
153	te0055-00	Don Felix.	2	10
154	te0055-09	Don Enrique.	3	14
155	te0055-07	Juana.	4	19
156	te0055-02	Simon.	1	4
157	te0055-07	Juana.	6	27
158	te0055-02	Simon.	4	12
159	te0055-07	Juana.	1	3
160	te0055-02	Simon.	2	7
161	te0055-07	Juana.	5	29
162	te0055-08	Hernando.	11	56
163	te0055-02	Simon.	3	15
164	te0055-08	Hernando.	7	36
165	te0055-02	Simon.	1	5
166	te0055-08	Hernando.	1	4
167	te0055-02	Simon.	1	5
168	te0055-08	Hernando.	1	5
169	te0055-98	(unknown)	1	1
170	te0055-98	(unknown)	1	1
171	te0055-02	Simon.	1	6
172	te0055-08	Hernando.	3	13
173	te0055-07	Juana.	8	44
174	te0055-98	(unknown)	4	19
175	te0055-07	Juana.	2	9
176	te0055-08	Hernando.	20	102
177	te0055-07	Juana.	1	2
178	te0055-08	Hernando.	43	208
179	te0055-07	Juana.	5	24
180	te0055-08	Hernando.	1	2
181	te0055-07	Juana.	1	5
182	te0055-08	Hernando.	2	9
183	te0055-07	Juana.	16	86
184	te0055-08	Hernando.	5	24
185	te0055-07	Juana.	2	9
186	te0055-98	(unknown)	3	10
187	te0055-08	Hernando.	2	11
188	te0055-03	Leonor.	1	6
189	te0055-08	Hernando.	4	23
190	te0055-03	Leonor.	6	33
191	te0055-08	Hernando.	2	10
192	te0055-03	Leonor.	1	1
193	te0055-08	Hernando.	4	20
194	te0055-03	Leonor.	2	12
195	te0055-08	Hernando.	3	13
196	te0055-03	Leonor.	6	32
197	te0055-08	Hernando.	2	11
198	te0055-07	Juana.	2	11
199	te0055-03	Leonor.	8	40
200	te0055-00	Don Felix.	11	53
201	te0055-03	Leonor.	7	24
202	te0055-00	Don Felix.	2	7
203	te0055-03	Leonor.	9	43
204	te0055-00	Don Felix.	9	43
205	te0055-03	Leonor.	4	19
206	te0055-08	Hernando.	1	1
207	te0055-07	Juana.	1	1
208	te0055-03	Leonor.	1	3
209	te0055-00	Don Felix.	1	3
210	te0055-07	Juana.	1	3
211	te0055-08	Hernando.	1	3
212	te0055-07	Juana.	1	3
213	te0055-08	Hernando.	1	5
214	te0055-07	Juana.	1	5
215	te0055-08	Hernando.	1	5
216	te0055-00	Don Felix.	1	3
217	te0055-03	Leonor.	1	3
218	te0055-07	Juana.	1	4
219	te0055-08	Hernando.	1	6
220	te0055-00	Don Felix.	1	4
221	te0055-03	Leonor.	4	15
222	te0055-00	Don Felix.	1	2
223	te0055-08	Hernando.	2	10
224	te0055-00	Don Felix.	1	2
225	te0055-10	Don Diego.	1	3
226	te0055-03	Leonor.	7	29
227	te0055-10	Don Diego.	19	91
228	te0055-00	Don Felix.	4	13
229	te0055-03	Leonor.	1	2
230	te0055-08	Hernando.	4	24
231	te0055-10	Don Diego.	4	17
232	te0055-03	Leonor.	5	19
233	te0055-10	Don Diego.	3	13
234	te0055-03	Leonor.	1	3
235	te0055-10	Don Diego.	24	124
236	te0055-03	Leonor.	1	2
237	te0055-07	Juana.	1	3
238	te0055-08	Hernando.	2	8
239	te0055-00	Don Felix.	1	4
240	te0055-08	Hernando.	1	5
241	te0055-10	Don Diego.	4	16
242	te0055-08	Hernando.	1	3
243	te0055-00	Don Felix.	2	8
244	te0055-03	Leonor.	1	8
245	te0055-10	Don Diego.	1	5
246	te0055-07	Juana.	1	5
247	te0055-10	Don Diego.	4	18
248	te0055-00	Don Felix.	1	2
249	te0055-08	Hernando.	1	5
250	te0055-10	Don Diego.	14	71
251	te0055-00	Don Felix.	1	3
252	te0055-03	Leonor.	2	8
253	te0055-00	Don Felix.	1	2
254	te0055-03	Leonor.	1	2
255	te0055-08	Hernando.	2	10
256	te0055-00	Don Felix.	9	41
257	te0055-03	Leonor.	1	2
258	te0055-08	Hernando.	2	9
259	te0055-00	Don Felix.	1	4
260	te0055-03	Leonor.	1	6
261	te0055-00	Don Felix.	1	3
262	te0055-03	Leonor.	1	3
263	te0055-00	Don Felix.	6	31
264	te0055-03	Leonor.	1	4
265	te0055-00	Don Felix.	6	36
266	te0055-03	Leonor.	3	11
267	te0055-00	Don Felix.	7	30
268	te0055-03	Leonor.	5	24
269	te0055-00	Don Felix.	4	19
270	te0055-03	Leonor.	1	4
271	te0055-08	Hernando.	1	3
272	te0055-03	Leonor.	2	8
273	te0055-07	Juana.	1	5
