num	id	name	numlines	numwords
1	te0453-00	Don Tello.	182	805
2	te0453-01	Don Melendo.	12	65
3	te0453-00	Don Tello.	2	6
4	te0453-01	Don Melendo.	7	29
5	te0453-02	Doña Blanca.	1	5
6	te0453-10	Pri.	5	22
7	te0453-02	Doña Blanca.	18	75
8	te0453-03	Doña Sancha.	4	22
9	te0453-02	Doña Blanca.	1	3
10	te0453-03	Doña Sancha.	16	86
11	te0453-02	Doña Blanca.	39	180
12	te0453-03	Doña Sancha.	1	2
13	te0453-02	Doña Blanca.	55	228
14	te0453-06	Bermudo.	9	40
15	te0453-05	Don Lope.	1	2
16	te0453-06	Bermudo.	15	71
17	te0453-05	Don Lope.	2	9
18	te0453-06	Bermudo.	2	7
19	te0453-05	Don Lope.	3	14
20	te0453-06	Bermudo.	15	71
21	te0453-05	Don Lope.	1	5
22	te0453-06	Bermudo.	13	65
23	te0453-02	Doña Blanca.	15	67
24	te0453-05	Don Lope.	6	27
25	te0453-06	Bermudo.	5	24
26	te0453-05	Don Lope.	27	121
27	te0453-06	Bermudo.	6	27
28	te0453-05	Don Lope.	7	33
29	te0453-06	Bermudo.	4	21
30	te0453-05	Don Lope.	1	4
31	te0453-06	Bermudo.	2	7
32	te0453-02	Doña Blanca.	40	167
33	te0453-07	Don Ordoño.	2	10
34	te0453-08	Doña Eluira.	5	17
35	te0453-07	Don Ordoño.	1	3
36	te0453-08	Doña Eluira.	1	3
37	te0453-07	Don Ordoño.	15	70
38	te0453-08	Doña Eluira.	12	49
39	te0453-07	Don Ordoño.	7	31
40	te0453-08	Doña Eluira.	2	6
41	te0453-07	Don Ordoño.	8	34
42	te0453-08	Doña Eluira.	2	5
43	te0453-07	Don Ordoño.	3	12
44	te0453-08	Doña Eluira.	5	20
45	te0453-07	Don Ordoño.	2	3
46	te0453-08	Doña Eluira.	1	1
47	te0453-07	Don Ordoño.	6	25
48	te0453-08	Doña Eluira.	8	34
49	te0453-07	Don Ordoño.	1	2
50	te0453-08	Doña Eluira.	3	11
51	te0453-07	Don Ordoño.	1	4
52	te0453-08	Doña Eluira.	2	11
53	te0453-07	Don Ordoño.	1	4
54	te0453-08	Doña Eluira.	2	12
55	te0453-07	Don Ordoño.	1	3
56	te0453-08	Doña Eluira.	1	5
57	te0453-07	Don Ordoño.	1	2
58	te0453-08	Doña Eluira.	1	3
59	te0453-07	Don Ordoño.	2	5
60	te0453-08	Doña Eluira.	1	2
61	te0453-07	Don Ordoño.	7	31
62	te0453-08	Doña Eluira.	5	18
63	te0453-07	Don Ordoño.	5	20
64	te0453-08	Doña Eluira.	1	3
65	te0453-07	Don Ordoño.	1	1
