num	id	name	numlines	numwords
1	te0456-00	Doña Geronima.	10	50
2	te0456-01	Quiteria criada.	15	70
3	te0456-00	Doña Geronima.	3	13
4	te0456-01	Quiteria criada.	7	30
5	te0456-00	Doña Geronima.	11	49
6	te0456-01	Quiteria criada.	3	10
7	te0456-00	Doña Geronima.	25	109
8	te0456-01	Quiteria criada.	3	10
9	te0456-00	Doña Geronima.	3	12
10	te0456-01	Quiteria criada.	7	37
11	te0456-00	Doña Geronima.	8	29
12	te0456-01	Quiteria criada.	7	30
13	te0456-00	Doña Geronima.	30	141
14	te0456-01	Quiteria criada.	4	18
15	te0456-00	Doña Geronima.	11	54
16	te0456-01	Quiteria criada.	4	17
17	te0456-00	Doña Geronima.	33	153
18	te0456-01	Quiteria criada.	2	10
19	te0456-00	Doña Geronima.	4	16
20	te0456-01	Quiteria criada.	14	63
21	te0456-00	Doña Geronima.	7	31
22	te0456-01	Quiteria criada.	22	96
23	te0456-00	Doña Geronima.	4	20
24	te0456-01	Quiteria criada.	2	8
25	te0456-00	Doña Geronima.	2	10
26	te0456-01	Quiteria criada.	1	2
27	te0456-00	Doña Geronima.	7	33
28	te0456-01	Quiteria criada.	13	49
29	te0456-00	Doña Geronima.	1	4
30	te0456-01	Quiteria criada.	1	5
31	te0456-00	Doña Geronima.	3	11
32	te0456-01	Quiteria criada.	1	2
33	te0456-00	Doña Geronima.	2	6
34	te0456-01	Quiteria criada.	2	6
35	te0456-00	Doña Geronima.	16	75
36	te0456-01	Quiteria criada.	1	5
37	te0456-00	Doña Geronima.	5	22
38	te0456-01	Quiteria criada.	1	6
39	te0456-00	Doña Geronima.	28	127
40	te0456-01	Quiteria criada.	2	11
41	te0456-00	Doña Geronima.	4	16
42	te0456-01	Quiteria criada.	4	20
43	te0456-00	Doña Geronima.	3	14
44	te0456-02	Don Gonçalo.	24	103
45	te0456-11	Don Martin.	1	4
46	te0456-02	Don Gonçalo.	15	63
47	te0456-03	Don Gaspar.	20	92
48	te0456-02	Don Gonçalo.	1	5
49	te0456-03	Don Gaspar.	3	11
50	te0456-02	Don Gonçalo.	9	45
51	te0456-03	Don Gaspar.	284	1252
52	te0456-02	Don Gonçalo.	28	122
53	te0456-03	Don Gaspar.	4	16
54	te0456-02	Don Gonçalo.	11	52
55	te0456-04	Tello criado.	2	6
56	te0456-03	Don Gaspar.	1	2
57	te0456-04	Tello criado.	11	51
58	te0456-00	Doña Geronima.	1	1
59	te0456-04	Tello criado.	4	16
60	te0456-01	Quiteria criada.	2	8
61	te0456-02	Don Gonçalo.	1	3
62	te0456-03	Don Gaspar.	1	2
63	te0456-04	Tello criado.	1	2
64	te0456-02	Don Gonçalo.	1	5
65	te0456-03	Don Gaspar.	1	2
66	te0456-04	Tello criado.	1	4
67	te0456-03	Don Gaspar.	2	8
68	te0456-00	Doña Geronima.	3	12
69	te0456-03	Don Gaspar.	1	3
70	te0456-00	Doña Geronima.	2	9
71	te0456-03	Don Gaspar.	1	2
72	te0456-00	Doña Geronima.	1	2
73	te0456-03	Don Gaspar.	1	1
74	te0456-00	Doña Geronima.	1	3
75	te0456-03	Don Gaspar.	1	2
76	te0456-04	Tello criado.	2	8
77	te0456-00	Doña Geronima.	1	5
78	te0456-03	Don Gaspar.	1	3
79	te0456-00	Doña Geronima.	1	4
80	te0456-02	Don Gonçalo.	1	3
81	te0456-03	Don Gaspar.	3	10
82	te0456-02	Don Gonçalo.	1	3
83	te0456-03	Don Gaspar.	2	7
84	te0456-02	Don Gonçalo.	1	4
85	te0456-03	Don Gaspar.	1	4
86	te0456-02	Don Gonçalo.	1	4
87	te0456-03	Don Gaspar.	1	4
88	te0456-02	Don Gonçalo.	27	112
89	te0456-03	Don Gaspar.	1	2
90	te0456-02	Don Gonçalo.	1	4
91	te0456-03	Don Gaspar.	2	6
92	te0456-04	Tello criado.	21	97
93	te0456-03	Don Gaspar.	5	20
94	te0456-04	Tello criado.	1	3
95	te0456-03	Don Gaspar.	9	37
96	te0456-04	Tello criado.	2	11
97	te0456-00	Doña Geronima.	136	637
98	te0456-01	Quiteria criada.	5	25
99	te0456-00	Doña Geronima.	2	9
100	te0456-01	Quiteria criada.	1	2
101	te0456-00	Doña Geronima.	1	3
