num	id	name	numlines	numwords
1	te0053-03	Guzmàn, criado.	4	18
2	te0053-00	Don Luis, galàn.	2	8
3	te0053-03	Guzmàn, criado.	1	3
4	te0053-00	Don Luis, galàn.	7	30
5	te0053-03	Guzmàn, criado.	9	42
6	te0053-00	Don Luis, galàn.	2	5
7	te0053-03	Guzmàn, criado.	1	4
8	te0053-00	Don Luis, galàn.	1	6
9	te0053-03	Guzmàn, criado.	3	14
10	te0053-00	Don Luis, galàn.	1	6
11	te0053-03	Guzmàn, criado.	1	4
12	te0053-00	Don Luis, galàn.	1	4
13	te0053-03	Guzmàn, criado.	1	1
14	te0053-00	Don Luis, galàn.	3	15
15	te0053-03	Guzmàn, criado.	2	12
16	te0053-00	Don Luis, galàn.	1	2
17	te0053-03	Guzmàn, criado.	1	3
18	te0053-00	Don Luis, galàn.	1	2
19	te0053-03	Guzmàn, criado.	2	9
20	te0053-00	Don Luis, galàn.	8	33
21	te0053-10	Vno.	2	5
22	te0053-01	Don Juan de Lara, galàn.	2	8
23	te0053-00	Don Luis, galàn.	7	32
24	te0053-01	Don Juan de Lara, galàn.	13	65
25	te0053-00	Don Luis, galàn.	8	36
26	te0053-01	Don Juan de Lara, galàn.	20	98
27	te0053-00	Don Luis, galàn.	1	2
28	te0053-03	Guzmàn, criado.	2	4
29	te0053-00	Don Luis, galàn.	3	11
30	te0053-03	Guzmàn, criado.	16	74
31	te0053-00	Don Luis, galàn.	4	16
32	te0053-03	Guzmàn, criado.	1	5
33	te0053-00	Don Luis, galàn.	4	24
34	te0053-04	Espinel, criado.	4	16
35	te0053-03	Guzmàn, criado.	2	7
36	te0053-00	Don Luis, galàn.	1	3
37	te0053-03	Guzmàn, criado.	1	4
38	te0053-00	Don Luis, galàn.	3	8
39	te0053-04	Espinel, criado.	7	36
40	te0053-01	Don Juan de Lara, galàn.	1	3
41	te0053-04	Espinel, criado.	4	15
42	te0053-00	Don Luis, galàn.	1	2
43	te0053-04	Espinel, criado.	41	195
44	te0053-00	Don Luis, galàn.	3	12
45	te0053-03	Guzmàn, criado.	9	35
46	te0053-04	Espinel, criado.	4	19
47	te0053-00	Don Luis, galàn.	2	8
48	te0053-03	Guzmàn, criado.	5	20
49	te0053-00	Don Luis, galàn.	2	8
50	te0053-04	Espinel, criado.	3	13
51	te0053-00	Don Luis, galàn.	1	3
52	te0053-04	Espinel, criado.	5	18
53	te0053-00	Don Luis, galàn.	1	3
54	te0053-04	Espinel, criado.	2	10
55	te0053-00	Don Luis, galàn.	17	81
56	te0053-08	Inès, criada.	12	52
57	te0053-05	Doña Ana, Dama.	1	1
58	te0053-08	Inès, criada.	6	26
59	te0053-05	Doña Ana, Dama.	7	29
60	te0053-08	Inès, criada.	5	24
61	te0053-05	Doña Ana, Dama.	3	15
62	te0053-08	Inès, criada.	7	40
63	te0053-05	Doña Ana, Dama.	21	110
64	te0053-06	Doña Maria, Dama.	4	17
65	te0053-05	Doña Ana, Dama.	4	20
66	te0053-06	Doña Maria, Dama.	3	11
67	te0053-05	Doña Ana, Dama.	1	3
68	te0053-06	Doña Maria, Dama.	9	44
69	te0053-05	Doña Ana, Dama.	10	52
70	te0053-06	Doña Maria, Dama.	4	18
71	te0053-05	Doña Ana, Dama.	2	6
72	te0053-06	Doña Maria, Dama.	3	12
73	te0053-05	Doña Ana, Dama.	2	9
74	te0053-06	Doña Maria, Dama.	115	565
75	te0053-05	Doña Ana, Dama.	30	149
76	te0053-06	Doña Maria, Dama.	9	40
77	te0053-05	Doña Ana, Dama.	7	29
78	te0053-06	Doña Maria, Dama.	5	24
79	te0053-05	Doña Ana, Dama.	9	47
80	te0053-06	Doña Maria, Dama.	5	21
81	te0053-05	Doña Ana, Dama.	5	20
82	te0053-06	Doña Maria, Dama.	6	27
